sku;nome;prezzo_eur;disponibilita;categoria_principale;tutte_le_categorie;brand;descrizione_completa;specifiche;url_prodotto;immagini;numero_immagini
pennello-doble-zostovo;Pennello Double Zostovo;15.9;InStock;attrezzature/pennelli-attrezzature/pennelli-nail-art-pennelli-attrezzature;attrezzature | attrezzature/pennelli-attrezzature | attrezzature/pennelli-attrezzature/pennelli-nail-art-pennelli-attrezzature;HDNails;"Pennello Double Zostovo
Il pennello perfetto per chi ama la precisione delle sfumature e la delicatezza dei fiori.
Questo strumento doppio è stato progettato per offrire il massimo controllo nella tecnica Zostovo e nel Wet on Wet , grazie alle sue due punte in setole di alta qualità:

Lato più grande : larghezza 4 mm, lunghezza 7 mm – ideale per sfumature morbide, petali ampi e sfondi armoniosi.

Lato più piccolo : larghezza 2 mm, lunghezza 7 mm – perfetto per i dettagli floreali più sottili e transizioni delicate.

Con un solo strumento puoi creare profondità, tridimensionalità e movimenti eleganti nei tuoi lavori artistici.
Impugnatura ergonomica, bilanciata e comoda, studiata per garantire fluidità nei movimenti e risultati professionali.

Indispensabile per ogni onicotecnica che vuole portare la nail art a un livello superiore.";;https://www.hdnails.it/pennello-double-zostovo;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b05a8164d_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b05ac0883_1.jpg;2
pennello-builder-liner;Pennello Builder & Liner;15.9;InStock;attrezzature/pennelli-attrezzature/pennelli-nail-art-pennelli-attrezzature;attrezzature | attrezzature/pennelli-attrezzature | attrezzature/pennelli-attrezzature/pennelli-nail-art-pennelli-attrezzature | attrezzature/pennelli-attrezzature/pennelli-gel-pennelli-attrezzature;HDNails;"Pennello Builder & Liner
Un alleato indispensabile per la ricostruzione in gel, progettato per garantire massima precisione anche nei punti più difficili.

Lato Builder : setole con punta arrotondata, larghezza 5 mm, lunghezza 7 mm – la forma curva in punta permette di raggiungere con facilità il giro cuticola senza sbavature, per una stesura del gel omogenea e controllata.

Lato Liner : setole sottili, lunghezza 7 mm – perfetto per rifinire la struttura nei laterali , realizzare French precise o decorazioni dettagliate.

Due strumenti in uno, per ottimizzare i tempi di lavoro senza rinunciare alla qualità.
Impugnatura bilanciata ed elegante, pensata per garantire comfort e stabilità anche durante le lavorazioni più complesse.

Ideale per professioniste che vogliono lavorare con precisione, velocità e stile.";;https://www.hdnails.it/pennello-builder-liner;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b05fa7134_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b05fe229c_1.jpg;2
pennello-doble-oval-plus-french-brush;Pennello Double Oval Plus & French Brush;15.9;InStock;attrezzature/pennelli-attrezzature/pennelli-gel-pennelli-attrezzature;attrezzature | attrezzature/pennelli-attrezzature | attrezzature/pennelli-attrezzature/pennelli-gel-pennelli-attrezzature;HDNails;"Pennello Double Oval Plus & French
Un unico strumento, due lati pensati per garantire un lavoro impeccabile e professionale, dalla stesura del gel alla rifinitura finale.

Lato Oval Plus : con setole Kolinsky naturali di altissima qualità, larghezza 6 mm, lunghezza 9 mm – la sua forma ovale garantisce una stesura fluida e precisa del gel , adattandosi perfettamente alla curva dell’unghia e al giro cuticola, senza sbavature né eccessi di prodotto.

Lato Liner : lunghezza 10 mm – sottile, flessibile e preciso, è l’ideale per realizzare un French perfetto , definire i bordi laterali della struttura o creare decorazioni eleganti con estrema precisione.

Progettato per le onicotecniche che cercano prestazioni elevate , eleganza e versatilità in ogni dettaglio.
Comodo, bilanciato, raffinato: un must-have da aggiungere al tuo tavolo da lavoro.

Due punte, infinite possibilità.";;https://www.hdnails.it/pennello-double-oval-plus-french-brush;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b0638111f_1.jpg;1
acrigel-soft-premium-01;Acrigel Soft Premium 01 - Costruttore Acrigel;29.9;InStock;acrygel/soft-acrigel;acrygel | best-seller | smalti-e-gel-hema-free | acrygel/soft-acrigel;HDNails;"Acrigel Soft Premium 01

Milk White Intense – 50 ml HEMA TPO FREE
Il bianco intenso che ogni onicotecnica desidera.

Scopri l’ Acrigel Soft Premium Milk White Intense , il nuovo alleato per realizzare baby boomer perfetti e french in struttura impeccabili. La sua colorazione bianca intensa dona un effetto elegante e pulito, ideale per esaltare ogni tipo di manicure.

La texture ultra morbida  rende la lavorazione estremamente semplice e piacevole, sia con liquido che senza. Si adatta perfettamente a tutte le tecniche di costruzione , dalle dual form alle nail form , garantendo controllo, adesione e risultato professionale anche per le onicotecniche meno esperte.

✅ Bianco intenso e coprente
✅ Consistenza soft, facile da modellare
✅ Perfetto per baby boomer e french
✅ Utilizzabile con o senza liquido
✅ Ideale per dual form e nail form
✅ Formato professionale da 50 ml

TEMPO DI POLIMERIZZAZIONE: 120 SECONDI IN LAMPADA LED .

Un prodotto premium pensato per chi cerca massima performance e facilità di utilizzo in un solo acrigel.";;https://www.hdnails.it/acrigel-soft-premium-01-costruttore-acrigel;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b066015eb_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b066405e5_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b0667d882_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b066c31c2_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b0670d7e5_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/h/q/hqdefault_4_19.jpg;6
acrigel-soft-premium-02;Acrigel Soft Premium 02 - Costruttore Acrigel;29.9;InStock;acrygel/soft-acrigel;acrygel | best-seller | smalti-e-gel-hema-free | acrygel/soft-acrigel;HDNails;"Acrigel Soft Premium 02
Cover Rose Exclusive  – 50 ml HEMA TPO FREE
Il rosa naturale che esalta ogni struttura.

Scopri l’ Acrigel Soft Premium 02 Cover Rose Exclusive , il nuovo must-have per realizzare baby boomer delicati e french in struttura dall’effetto naturale ed elegante. La sua colorazione rosa tenue intensa è perfetta per donare alle unghie un aspetto curato e sofisticato, senza rinunciare alla coprenza.

La texture ultra morbida rende la lavorazione estremamente semplice e piacevole, sia con liquido che senza. Si adatta perfettamente a tutte le tecniche di costruzione , dalle dual form alle nail form , garantendo controllo, adesione e risultato professionale anche per le onicotecniche meno esperte.

✅ Rosa naturale intenso e uniforme
✅ Consistenza soft, facile da modellare
✅ Perfetto per baby boomer e french
✅ Utilizzabile con o senza liquido
✅ Ideale per dual form e nail form
✅ Formato professionale da 50 ml

TEMPO DI POLIMERIZZAZIONE: 120 SECONDI IN LAMPADA LED .

Un prodotto premium pensato per chi cerca massima performance e facilità di utilizzo in un solo acrigel.";;https://www.hdnails.it/acrigel-soft-premium-02-costruttore-acrigel;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b0714401b_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b07186ec9_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b071c9814_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b0721c001_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b07259e01_1.jpg | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/h/q/hqdefault_4_20.jpg;6
manipolo-fresa;Manipolo Fresa;80;InStock;attrezzature/fresa-a-batteria-attrezzature;attrezzature | best-seller | attrezzature/fresa-a-batteria-attrezzature;HDNails;"‼️‼️ATTENZIONE‼️‼️ PRIMA DI ACCENDERE LA FRESA ASSICURARSI CHE LA SICURA ABBIA FATTO DUE SCATTI PER CHIUDERE LA PUNTA. NON AZIONARE LA FRESA SENZA PUNTA DENTRO.

Elevata Potenza e Precisione:

La Fresa per Unghie Professionale di HDNails è dotata di un potente motore Brushless senza spazzole, in grado di erogare fino a 35.000 giri al minuto. Questa potenza è completamente regolabile, permettendovi di personalizzare la velocità desiderata da 1.000 a 35.000 giri al minuto. Inoltre, grazie al sistema di chiusura a doppio click, la vostra sicurezza è sempre garantita: sentirai due chiari clic prima di poter accendere la fresa.

Massimo Comfort e Stabilità:

Il nostro manipolo professionale è stato progettato con la vostra comodità in mente. All’interno, è equipaggiato con cuscinetti professionali che minimizzano le vibrazioni, permettendovi di lavorare con la massima precisione. Inoltre, il manipolo è bilanciato in modo impeccabile, assicurando una maneggevolezza superiore durante ogni utilizzo.

All'interno troverai: Manipolo Brushless 35000 giri con cavo. Peso 210 gr. Dimensioni:diametro 21x 140mm

Avvertenze importanti

⚠️ Prima di accendere la fresa , assicurati che la sicura abbia fatto due scatti per chiudere la punta. Non azionare mai la fresa senza punta inserita.

⚠️ Non aprire il manipolo : è progettato per impedire l'ingresso della polvere e non necessita di pulizia interna.

⚠️ Non adatta all'uso con pododisco : la struttura non è pensata per esercitare forte pressione. L'uso del pododisco potrebbe causare il blocco del motore e surriscaldamento.

⚠️ Non far cadere il manipolo né le punte : la caduta potrebbe danneggiare irreparabilmente la fresa e non è coperta dalla garanzia. Se una punta cade a terra, non reinserirla nella fresa. Perché danneggerebbe irreparabilmente la fresa.

⚠️ Utilizzare con presa elettrica dedicata , senza altri dispositivi collegati, per evitare sovraccarichi dell'alimentatore. In questo modo si evita il rischio di sovraccaricare l'alimentatore o di danneggiare la fresa stessa.

Attenzione nel caso non si seguano queste indicazioni il prodotto non verrà coperto dalla garanzia";;https://www.hdnails.it/manipolo-fresa;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b0876b0cc_1.jpg;1
dual-form-muretto-edge;Dual Form Muretto Edge;7.45;InStock;dual-form-tip/dual-form;dual-form-and-tip | saldi-al-50-e-piu | dual-form-tip/dual-form;HDNails;"Dual Form Muretto Edge

Box 140 pz

Le Dual Form Muretto Edge sono l’alleato perfetto per realizzare ricostruzioni precise e veloci in tecnica muretto forma Edge .
Il box contiene 140 pezzi suddivisi in 14 misure differenti , dalla più piccola alla più grande, in modo da adattarsi perfettamente a tutte le dita. La misura più grande è davvero ampia , studiata per adattarsi senza problemi anche ai pollici più grandi.

Realizzate in materiale flessibile , consentono un inserimento perfetto anche su unghie molto curve, garantendo comfort e stabilità durante la lavorazione. Il girocuticola ultrasottile evita qualsiasi scalino visibile, per un risultato impeccabile e naturale.

Sono riutilizzabili , ideali per professioniste che cercano precisione, praticità e durata.";;https://www.hdnails.it/dual-form-muretto-edge;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b089e303c.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b08a5cc6b.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b08ac2f12.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b08b3c55b.png;4
tips-cuore;TIPS CUORE;5.9;InStock;dual-form-tip/tip-dimostrative;dual-form-and-tip | dual-form-tip/tip-dimostrative;HDNails;"TIPS CUORE

TIPS DIMOSTRATIVE A FORMA DI CUORE

Perfette per applicare i tuoi colori semipermanenti o il tuoi gel per avere una resa ancora migliore del prodotto!

Opacizzare il retro della tip con un buffer, applicare il colore o il gel e polimerizzare in lampada. Applicare poi il lucido per sigillare.";;https://www.hdnails.it/tips-cuore;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b1e3bcfaf.png;1
tips-orsetto;TIPS ORSO;5.9;InStock;dual-form-tip/tip-dimostrative;dual-form-and-tip | dual-form-tip/tip-dimostrative;HDNails;"TIPS ORSO

TIPS DIMOSTRATIVE A FORMA DI ORSO

Perfette per applicare i tuoi colori semipermanenti o il tuoi gel per avere una resa ancora migliore del prodotto!

Opacizzare il retro della tip con un buffer, applicare il colore o il gel e polimerizzare in lampada. Applicare poi il lucido per sigillare.";;https://www.hdnails.it/tips-orso;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b1fa2e616.png;1
anello-tips-dimostrative-mandorla;Anello Tips dimostrative Mandorla Lunga;4.9;InStock;dual-form-tip/tip-dimostrative;dual-form-and-tip | dual-form-tip/tip-dimostrative;HDNails;"Anello Tips dimostrative Mandorla Lunga

Anello con 50 tips trasparenti a mandorla

Queste tips sono perfette sia per stendere sopra i colori, glitter,gel o basi da far vedere alle proprie clienti, ma anche per esercitarsi nella stesura del gel o nella nail art.";;https://www.hdnails.it/anello-tips-dimostrative-mandorla-lunga;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b20aa0642.png;1
anello-tips-dimostrative-ballerina;Anello Tips dimostrative Ballerina;4.9;InStock;dual-form-tip/tip-dimostrative;dual-form-and-tip | dual-form-tip/tip-dimostrative;HDNails;"Anello Tips dimostrative Ballerina

Anello con 50 tips trasparenti a ballerina

Queste tips sono perfette sia per stendere sopra i colori, glitter,gel o basi da far vedere alle proprie clienti, ma anche per esercitarsi nella stesura del gel o nella nail art.";;https://www.hdnails.it/anello-tips-dimostrative-ballerina;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b21a5aaf5.png;1
callus-remover;Callus Remover;69.9;InStock;attrezzature/strumenti-attrezzature/accessori-vari;attrezzature | best-seller | attrezzature/strumenti-attrezzature | attrezzature/fresa-a-batteria-attrezzature | attrezzature/strumenti-attrezzature/accessori-vari | pedicure;HDNails;"Callus Remover

Rimuovi calli Professionale Cordless – 60W di Potenza

Dimentica i vecchi metodi lenti e poco efficaci: questo Callus Remover professionale senza fili è la soluzione definitiva per rimuovere anche i calli più duri in pochi istanti. Con i suoi 60 Watt di potenza reale , non si blocca mai e lavora in modo rapido e sicuro, risultando più veloce ed efficace di una fresa tradizionale .

Grazie al design cordless , hai la massima libertà di movimento e puoi utilizzarlo ovunque senza ingombri. È progettato per un uso professionale, garantendo prestazioni elevate e risultati impeccabili anche nei trattamenti più difficili.

✅ Super Potente – 60W
✅ Cordless – Libertà di utilizzo
✅ Rimozione rapida dei calli più resistenti
✅ Più veloce di una fresa
✅ Non si blocca mai

Incluso nella confezione:

Caricatore dedicato

Confezione di ricambi da 60 pezzi

Perfetto per centri estetici e professionisti che desiderano offrire un servizio veloce, sicuro ed estremamente efficace.";;https://www.hdnails.it/callus-remover;https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b22b4d22b.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b22bb13c7.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b22c1eb10.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b22c7e2be.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b22ce8d82.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/w/o/woo_img_6960b22d9f985.png | https://www.hdnails.it/media/catalog/product/cache/41dd4ace1b7b4560332c5c55820b15f0/h/q/hqdefault_4_5.jpg;7
